target_id	length	eff_length	est_counts	tpm
NM_007493	1373	1217.97	0	0
NM_009659	2347	2191.97	0	0
NM_001177730	1802	1646.97	98.0815	1.05975
NM_013839	1955	1799.97	5.91849	0.0585122
NM_013556	1349	1193.97	5999	89.4099
NM_054039	3765	3609.97	7.95213	0.0391995
NM_001199347	3832	3676.97	7.05803	0.0341582
NM_001199348	3690	3534.97	0	0
NM_001037761	1789	1633.97	69.006	0.751525
NM_001253718	3895	3739.97	262.391	1.24848
NM_028835	3774	3618.97	956.882	4.70516
NM_001271405	1655	1499.97	154.161	1.82891
NM_001253717	3925	3769.97	0	0
NM_009798	1676	1520.97	6762.83	79.124
NM_010410	584	429.09	0	0
NM_176847	3183	3027.97	5.00012	0.0293853
NM_001163433	6600	6444.97	9.60088	0.0265089
NM_138683	1834	1678.97	7.00227	0.0742158
NM_001037221	7120	6964.97	779.076	1.9905
NM_028966	6856	6700.97	606.073	1.60949
NM_172815	3340	3184.97	0	0
NM_028351	2411	2255.97	0	0
NM_001040689	2371	2215.97	0	0
NM_008470	1580	1424.97	0	0
NM_011638	4920	4764.97	28384	106.002
NM_001099635	5992	5836.97	2	0.00609739
NM_011179	2676	2520.97	150.347	1.06128
NM_001146120	2667	2511.97	7754.43	54.9334
NM_001146121	2673	2517.97	75.5132	0.53367
NM_001146122	2664	2508.97	599.947	4.25518
NM_001146123	2640	2484.97	0	0
NM_001146124	2583	2427.97	536.761	3.93404
NM_011443	2480	2324.97	0	0
NR_132735	1009	853.973	376.158	7.83841
NR_132734	1211	1055.97	386.842	6.51901
NM_008960	8229	8073.97	13790.8	30.3951
NM_009217	1532	1376.97	8.68653	0.112259
NM_001042606	1342	1186.97	8.31347	0.124636
NR_029382	2339	2183.97	1107	9.0199
NM_001252452	991	835.973	5	0.106434
NM_013633	1353	1197.97	0	0
NR_073392	5491	5335.97	21.7641	0.0725821
NR_073425	2818	2662.97	18.9324	0.126514
NM_001146038	5740	5584.97	0	0
NM_009820	5707	5551.97	0	0
NM_001271627	5904	5748.97	8.87676	0.0274768
NM_001145920	6475	6319.97	150.583	0.423996
NM_001271630	5829	5673.97	15.4171	0.0483522
NM_001271631	5724	5568.97	0	0
NM_153397	2447	2291.97	5	0.0388206
NM_012035	3550	3394.97	0.869067	0.00455531
NM_001302372	3547	3391.97	2.35578	0.012359
NM_175096	1985	1829.97	1504	14.6253
NM_001302373	3674	3518.97	0	0
NM_009721	2590	2434.97	11563.3	84.5063
NM_026976	1491	1335.97	9	0.11988
NM_001293693	2247	2091.97	0	0
NM_009810	2605	2449.97	2415.58	17.5453
NM_018733	8287	8131.97	1.97946	0.00433164
NM_001284409	2610	2454.97	9420.42	68.285
NM_008342	1342	1186.97	0	0
NM_139206	5266	5110.97	3	0.0104453
NM_001205336	5425	5269.97	0	0
NM_175172	3767	3611.97	21.9351	0.108068
NM_001114312	4081	3925.97	4943.06	22.4053
NM_007496	16439	16284	473.416	0.517349
NM_001199956	1437	1281.97	4.65798	0.0646577
NM_001008542	5156	5000.97	452.642	1.61065
NM_001291013	2297	2141.97	300.072	2.49295
NM_001030292	1032	876.973	0	0
NM_001081248	1224	1068.97	1	0.0166469
NM_001105201	1557	1401.97	13	0.165008
NM_010275	4477	4321.97	0	0
NM_001008543	4843	4687.97	1.71688e-05	6.51712e-08
NM_001123394	708	553.038	0	0
NM_001013393	1323	1167.97	5.28573	0.0805329
NM_001301333	3761	3605.97	0	0
NM_001291012	2300	2144.97	449.873	3.73224
NM_001301332	4399	4243.97	0	0
NM_018743	3944	3788.97	11208	52.639
NM_001290316	3457	3301.97	19.0375	0.102598
NM_001110506	2551	2395.97	81	0.601595
NM_010847	4996	4840.97	718.358	2.64064
NM_016902	2303	2147.97	365.054	3.02434
NM_001301357	3449	3293.97	0	0
NM_177410	2147	1991.97	55.3746	0.494685
NR_045747	971	815.973	0	0
NR_045954	1094	938.973	0	0
NR_028300	1815	1659.97	293	3.141
NR_028427	5292	5136.97	308.59	1.06899
NM_001281470	345	192.204	0	0
NM_001142750	1032	876.973	0	0
NM_001085538	1292	1136.97	6.00512	0.0939881
NM_001167673	643	488.09	0	0
NM_001105160	1999	1843.97	0	0
NM_001104525	1770	1614.97	0	0
NM_001166210	6340	6184.97	5	0.0143858
NM_001081294	1293	1137.97	1	0.0156376
NM_001100596	2680	2524.97	0	0
NM_001289458	2838	2682.97	0	0
NM_001289459	2827	2671.97	0	0
NM_010427	2810	2654.97	0	0
NM_001289461	2645	2489.97	0	0
NM_001199431	5370	5214.97	5465	18.6483
NM_013464	5494	5338.97	2061	6.86946
NM_010066	5367	5211.97	5524.92	18.8636
NM_001199432	5251	5095.97	66.4102	0.231904
NM_001199433	5876	5720.97	335.919	1.04488
NM_001277149	11306	11151	661	1.05485
NM_010601	3583	3427.97	12	0.0622939
NM_001101603	420	265.629	4	0.26797
NM_170593	6629	6473.97	15	0.0412308
NM_021893	3653	3497.97	60.5009	0.307785
NM_001081695	1831	1675.97	0	0
NM_001284197	1672	1516.97	0	0
NM_001284198	1468	1312.97	0	0
NM_001284200	1129	973.973	0	0
NM_001284199	1295	1139.97	0	0
NM_019448	1685	1529.97	0	0
NM_026931	1331	1175.97	365	5.52328
NM_001277316	2811	2655.97	327.892	2.19689
NM_001277315	3228	3072.97	551.257	3.19225
NM_001114879	7307	7151.97	51.4708	0.128067
NM_133222	4106	3950.97	0	0
NM_175642	5522	5366.97	0	0
NM_001277317	2789	2633.97	26.4715	0.178842
NM_001302957	7409	7253.97	2308.27	5.66255
NM_145496	2350	2194.97	204.691	1.65948
NM_001277318	2761	2605.97	925.296	6.31847
NM_001302958	2265	2109.97	203.199	1.71374
NM_025459	2929	2773.97	170.542	1.09403
NM_001033400	2548	2392.97	0	0
NM_001081033	2848	2692.97	1	0.00660799
NM_001081403	4018	3862.97	1	0.00460659
NM_178643	1788	1632.97	1153.84	12.5739
NM_024450	3470	3314.97	154.819	0.831083
NM_183216	3072	2916.97	40.4167	0.246564
NM_001034851	3139	2983.97	951.604	5.67496
NM_028945	7581	7425.97	1978.09	4.74018
NM_173036	2454	2298.97	0	0
NM_027980	3175	3019.97	1040	6.12818
NM_008904	6464	6308.97	128.069	0.361233
NM_144520	2529	2373.97	102	0.764585
NM_010897	11847	11692	2240	3.40927
NM_178677	5801	5645.97	190.473	0.600339
NM_009147	4108	3952.97	2787	12.5463
NM_001164562	5676	5520.97	293.643	0.946468
NM_019951	1113	957.973	3830	71.1454
NM_011342	1815	1659.97	3009.56	32.2629
NM_024206	1301	1145.97	6830	106.059
NM_133704	3992	3836.97	1836	8.51501
NM_001029937	3928	3772.97	20.0298	0.09447
NM_025468	770	615.009	2647	76.5903
NM_001252544	2792	2636.97	4124.53	27.8337
NM_001252545	2781	2625.97	281.644	1.90859
NM_146013	2956	2800.97	1	0.0063532
NM_152915	3664	3508.97	0	0
NM_001281816	2421	2265.97	0	0
NM_153125	8754	8598.97	4740	9.80919
NM_001252543	2799	2643.97	26.4251	0.177853
NM_019787	2810	2654.97	1846.4	12.3756
NR_015577	1840	1684.97	580	6.12543
NR_003278	1870	1714.97	0	0
NM_001127725	2337	2181.97	7	0.0570887
NR_027710	6495	6339.97	0	0
NR_132443	2983	2827.97	579.93	3.64924
NM_001012402	1234	1078.97	10	0.164927
NM_001005847	1307	1151.97	970	14.9841
NM_001205054	1277	1121.97	0	0
NM_001285418	3866	3710.97	0	0
NM_001285419	3855	3699.97	0	0
NM_001048139	4161	4005.97	0	0
NM_001285416	4078	3922.97	0	0
NM_001048141	4001	3845.97	0	0
NM_001048142	4009	3853.97	26.6401	0.123006
NM_001285421	3941	3785.97	0	0
NM_007540	4302	4146.97	0	0
NM_001285417	3875	3719.97	0	0
NM_001285420	3743	3587.97	0.000859539	4.26303e-06
NM_001316310	3950	3794.97	0	0
NM_001282737	692	537.038	3709	122.9
NM_001195544	902	746.973	0	0
NM_009571	2816	2660.97	0	0
NM_007711	5529	5373.97	3313.39	10.9718
NM_001099326	733	578.009	0	0
NM_001302386	4169	4013.97	1455.31	6.4518
NM_008996	2657	2501.97	9208.9	65.4978
NM_001085524	842	687.009	0	0
NM_001252089	1704	1548.97	2378.38	27.3237
NM_010240	986	830.973	95632	2047.94
NM_139148	3306	3150.97	71	0.400973
NM_173873	5705	5549.97	103.103	0.330583
NM_173876	5250	5094.97	818.631	2.85922
NM_001277184	860	705.009	0	0
NM_011334	4641	4485.97	608.927	2.41552
NM_017474	2935	2779.97	12	0.0768143
NM_001081001	11134	10979	933.042	1.51231
NM_009764	6648	6492.97	3546	9.71844
NM_009900	3670	3514.97	291	1.47324
NM_173874	5781	5625.97	2657.87	8.40693
NM_001302387	4231	4075.97	1070	4.67147
NM_207208	2998	2842.97	7	0.0438154
NM_009033	1750	1594.97	3064.33	34.1888
NM_013491	3545	3389.97	7	0.0367454
NM_001038697	733	578.009	1	0.0307869
NM_001146307	2405	2249.97	0.881172	0.00696923
NM_178697	3921	3765.97	0	0
NM_019701	2344	2188.97	0	0
NM_027661	1408	1252.97	0	0
NM_010239	942	786.973	11291.9	255.333
NM_024412	2409	2253.97	0.118828	0.000938147
NM_030601	3654	3498.97	65.3412	0.332313
NM_001085525	842	687.009	0	0
NM_009765	10940	10785	1219.96	2.01292
NM_009899	3899	3743.97	0	0
NR_073181	1511	1355.97	7.14924	0.0938232
NR_130895	3798	3642.97	77.1685	0.376951
NR_126156	658	503.09	9.98861	0.353314
NR_126157	542	387.11	0	0
NR_126537	712	557.038	4.14801	0.132512
NM_018746	3164	3008.97	0	0
NM_013903	3276	3120.97	15	0.0855269
NM_008406	3077	2921.97	0	0
NM_001289633	3044	2888.97	1	0.00615968
NM_001033199	2997	2841.97	0	0
NM_001289632	3113	2957.97	0	0
NM_001159299	3161	3005.97	0	0
NM_008407	2832	2676.97	0	0
NM_001243262	1954	1798.97	0	0
NM_007541	496	341.236	1	0.052149
NM_198190	2027	1871.97	72.4945	0.689139
NM_001289775	3729	3573.97	0	0
NM_001134391	2209	2053.97	105.394	0.913108
NM_001276397	1616	1460.97	25	0.304508
NM_009694	1218	1062.97	10	0.167409
NM_001003717	7115	6959.97	706.325	1.80592
NM_001081204	4543	4387.97	1251	5.07335
NM_175489	7152	6996.97	1813.27	4.61162
NM_177992	1560	1404.97	929	11.7665
NM_010859	898	742.973	0	0
NM_008830	4083	3927.97	3	0.0135911
NM_001291910	7632	7476.97	0	0
NM_172690	3410	3254.97	1	0.00546706
NM_001033532	5375	5219.97	735	2.50565
NM_207531	819	664.009	0	0
NM_001003910	4365	4209.97	26.5285	0.112133
NM_153595	2360	2204.97	22.6271	0.182611
NM_009624	7840	7684.97	317	0.734038
NM_001172160	4537	4381.97	549.084	2.22982
NM_172121	3338	3182.97	281	1.57099
NM_027530	4097	3941.97	80.1512	0.361824
NM_001289776	4151	3995.97	1.73249e-05	7.71526e-08
NM_001289774	3561	3405.97	852.615	4.45464
