target_id	length	eff_length	est_counts	tpm
NM_007493	1373	1219.05	0	0
NM_009659	2347	2193.05	0	0
NM_001177730	1802	1648.05	213.567	2.49595
NM_013839	1955	1801.05	11.4333	0.12227
NM_013556	1349	1195.05	6550	105.567
NM_054039	3765	3611.05	0	0
NM_001199347	3832	3678.05	4.30212	0.0225288
NM_001199348	3690	3536.05	0	0
NM_001037761	1789	1635.05	58.8091	0.692766
NM_001253718	3895	3741.05	91.2035	0.469559
NM_028835	3774	3620.05	904.008	4.80984
NM_001271405	1655	1501.05	181.624	2.33051
NM_001253717	3925	3771.05	16.0406	0.0819279
NM_009798	1676	1522.05	6024.57	76.2378
NM_010410	584	430.262	0	0
NM_176847	3183	3029.05	6.00031	0.038154
NM_001163433	6600	6446.05	0	0
NM_138683	1834	1680.05	6.33126	0.072584
NM_001037221	7120	6966.05	914.681	2.52904
NM_028966	6856	6702.05	952.056	2.73607
NM_172815	3340	3186.05	0	0
NM_028351	2411	2257.05	0	0
NM_001040689	2371	2217.05	0	0
NM_008470	1580	1426.05	1.03931	0.0140373
NM_011638	4920	4766.05	17328	70.0265
NM_001099635	5992	5838.05	0	0
NM_011179	2676	2522.05	207.828	1.58717
NM_001146120	2667	2513.05	10541.9	80.7964
NM_001146121	2673	2519.05	112.947	0.863593
NM_001146122	2664	2510.05	915.768	7.02709
NM_001146123	2640	2486.05	14.2193	0.110165
NM_001146124	2583	2429.05	1335.3	10.588
NM_011443	2480	2326.05	0	0
NR_132735	1009	855.046	223.067	5.02478
NR_132734	1211	1057.05	402.933	7.34195
NM_008960	8229	8075.05	16492.7	39.3386
NM_009217	1532	1378.05	3.38547	0.0473181
NM_001042606	1342	1188.05	7.61453	0.123447
NR_029382	2339	2185.05	447	3.94021
NM_001252452	991	837.046	5	0.115052
NM_013633	1353	1199.05	0	0
NR_073392	5491	5337.05	55.7462	0.201181
NR_073425	2818	2664.05	6.52505	0.0471752
NM_001146038	5740	5586.05	0.0132839	4.58028e-05
NM_009820	5707	5553.05	8.88667	0.0308233
NM_001271627	5904	5750.05	0	0
NM_001145920	6475	6321.05	36.1929	0.110282
NM_001271630	5829	5675.05	23.3521	0.0792555
NM_001271631	5724	5570.05	0	0
NM_153397	2447	2293.05	0	0
NM_012035	3550	3396.05	0.824414	0.00467567
NM_001302372	3547	3393.05	2.17559	0.0123498
NM_175096	1985	1831.05	2173	22.8577
NM_001302373	3674	3520.05	0	0
NM_009721	2590	2436.05	19239.3	152.116
NM_026976	1491	1337.05	4	0.0576216
NM_001293693	2247	2093.05	1	0.00920223
NM_009810	2605	2451.05	1776.34	13.9588
NM_018733	8287	8133.05	0.988412	0.00234076
NM_001284409	2610	2456.05	6585.66	51.6458
NM_008342	1342	1188.05	0	0
NM_139206	5266	5112.05	1	0.00376771
NM_001205336	5425	5271.05	0	0
NM_175172	3767	3613.05	47.3299	0.25231
NM_001114312	4081	3927.05	4368.67	21.4267
NM_007496	16439	16285	611.457	0.723184
NM_001199956	1437	1283.05	6.9516	0.104355
NM_001008542	5156	5002.05	465.861	1.79383
